customer_id,customer_name,gender,city,state,signup_date,customer_segment
40,Craig Contreras,Male,Houston,Texas,2025-10-14,Regular
41,Christina Williams,Female,New York,New York,2025-10-10,VIP
42,Brittany Smith,Female,Los Angeles,California,2024-11-14,Premium
43,Michael Rice,Male,Dallas,Texas,2025-02-09,VIP
44,Duane Anderson,Male,Phoenix,Arizona,2024-08-05,Premium
45,Mckenzie Lee,Female,Philadelphia,Pennsylvania,2024-07-13,Regular
46,Alexandra Bell,Female,Philadelphia,Pennsylvania,2024-11-15,Regular
47,Kristina Carney MD,Female,Houston,Texas,2024-08-10,VIP
48,Andrew Huang,Male,Houston,Texas,2025-07-08,Regular
49,Steven Murray,Male,Dallas,Texas,2025-06-03,Premium
50,Adam Richardson,Male,Philadelphia,Pennsylvania,2025-07-18,VIP
51,Ms. Christina George,Female,Dallas,Texas,2025-10-25,VIP
52,Amanda Rich,Female,Philadelphia,Pennsylvania,2025-10-13,VIP
53,Daniel Logan,Male,Houston,Texas,2023-09-09,Regular
54,George Galvan,Male,San Antonio,Texas,2025-02-16,Premium
55,Michael Gibson,Male,Los Angeles,California,2023-11-16,Regular
56,Elijah Graves,Male,Los Angeles,California,2024-05-23,VIP
57,Melanie Randall,Female,San Jose,California,2026-02-22,Regular
58,Jessica Williams,Female,Chicago,Illinois,2024-04-29,VIP
59,Jeffrey Rodriguez,Male,Dallas,Texas,2023-09-11,VIP
60,Carolyn Goodwin,Female,New York,New York,2025-06-18,VIP
61,Melissa Perry,Female,Philadelphia,Pennsylvania,2024-04-19,Regular
62,Kevin Davis,Male,Los Angeles,California,2025-12-30,VIP
63,Jacob Ellis,Male,Houston,Texas,2023-10-10,Premium
64,Christine Alvarez,Female,Philadelphia,Pennsylvania,2025-07-03,Premium
65,Patricia Swanson,Female,San Diego,California,2024-01-30,Regular
66,Lori Atkins,Female,San Jose,California,2024-01-31,Premium
67,Thomas Taylor,Male,Philadelphia,Pennsylvania,2026-04-03,VIP
68,Jonathan Dunn,Male,San Antonio,Texas,2024-10-04,VIP
69,Cheryl Nelson,Female,Phoenix,Arizona,2024-07-02,Premium
70,Andrew Woods,Male,Phoenix,Arizona,2025-04-04,VIP
71,Edward Wong,Male,Los Angeles,California,2025-07-23,Premium
72,Catherine Burns,Female,San Diego,California,2025-05-29,VIP
73,Kayla Dawson,Female,Houston,Texas,2024-08-15,Premium
74,Theresa Nichols,Female,San Diego,California,2026-03-27,Regular
75,Crystal Willis,Female,San Antonio,Texas,2023-10-25,Premium
76,Theresa Arroyo,Female,Philadelphia,Pennsylvania,2023-06-02,VIP
77,Brooke Kennedy,Female,Dallas,Texas,2024-05-18,VIP
78,Corey Moreno,Male,Chicago,Illinois,2025-09-25,VIP
79,Yvette Cook,Female,Los Angeles,California,2024-04-29,Premium
80,Gabriela Scott,Female,Phoenix,Arizona,2024-06-23,Premium
81,Brian Burnett,Male,Chicago,Illinois,2024-03-31,Premium
82,Dustin Brown,Male,Dallas,Texas,2025-12-16,Regular
83,Kristin Bush DDS,Female,San Antonio,Texas,2025-10-31,VIP
84,Tracey Shaw,Female,San Antonio,Texas,2025-10-29,VIP
85,Jordan Dunn,Male,San Antonio,Texas,2025-07-29,Premium
86,Lisa Leonard,Female,Houston,Texas,2023-05-26,Regular
87,Kaylee Young,Female,Houston,Texas,2024-02-26,Premium
88,Steven Holland,Male,Los Angeles,California,2023-07-20,Regular
89,Johnny Hebert,Male,Philadelphia,Pennsylvania,2025-08-17,VIP
90,Sarah Meza,Female,Los Angeles,California,2024-03-02,Premium
91,Michelle Pitts,Female,San Diego,California,2025-08-06,VIP
92,Chad Dominguez,Male,New York,New York,2023-12-25,VIP
93,Stephanie Johnson,Female,Dallas,Texas,2023-06-03,Premium
94,Rachel Jones,Female,Philadelphia,Pennsylvania,2024-09-12,Regular
95,Charles Perez,Male,New York,New York,2026-01-23,Regular
96,Jesus Smith,Male,San Diego,California,2023-08-26,Premium
97,Chris Jones,Male,San Diego,California,2025-11-12,VIP
98,Monique Mccall,Female,Houston,Texas,2025-09-28,Premium
99,Brooke Cunningham,Female,Philadelphia,Pennsylvania,2024-01-03,VIP
100,Christopher Arnold,Male,New York,New York,2024-10-28,VIP
101,Wendy Sutton,Female,Dallas,Texas,2023-05-26,Premium
102,Timothy Lawrence,Male,Los Angeles,California,2023-06-03,VIP
103,Stephanie Payne,Female,Los Angeles,California,2024-04-02,VIP
104,Elizabeth Baker,Female,Los Angeles,California,2025-03-06,Premium
105,Brandi Munoz,Female,Chicago,Illinois,2024-03-16,VIP
106,Autumn Park,Female,Dallas,Texas,2026-02-26,Premium
107,Patricia Brown,Female,Chicago,Illinois,2024-04-19,VIP
108,David Johnson,Male,San Antonio,Texas,2025-04-09,VIP
109,Jessica Wilson,Female,Phoenix,Arizona,2025-08-01,Premium
110,Michael Jackson,Male,Phoenix,Arizona,2024-04-29,Regular
111,Lisa Miles,Female,San Diego,California,2024-11-07,VIP
112,Nicole Ramos,Female,Houston,Texas,2024-12-27,Regular
113,Cassandra Brown,Female,Chicago,Illinois,2023-07-24,Premium
114,Sarah Gonzalez,Female,Houston,Texas,2024-02-04,Premium
115,Xavier Dyer,Male,Los Angeles,California,2025-08-03,Regular
116,Mrs. Sharon Sheppard DDS,Female,San Antonio,Texas,2023-06-03,Regular
117,Christopher Walker,Male,Los Angeles,California,2025-04-10,Regular
118,Brian Marquez,Male,Phoenix,Arizona,2026-04-12,Premium
119,Jennifer Kim,Female,Philadelphia,Pennsylvania,2026-01-20,Premium
120,Todd Bryant,Male,Chicago,Illinois,2025-02-07,VIP
121,Dawn Doyle,Female,Dallas,Texas,2025-05-25,Premium
122,Steven Ochoa,Male,New York,New York,2025-06-19,Premium
123,Christopher Keller,Male,Houston,Texas,2025-12-23,VIP
124,Hannah Guerrero,Female,Dallas,Texas,2023-11-23,VIP
125,Carrie Jenkins,Female,Dallas,Texas,2024-10-03,Regular
126,Heather Norris,Female,Phoenix,Arizona,2023-07-08,Premium
127,Tiffany Miller,Female,Phoenix,Arizona,2023-07-02,VIP
128,Crystal Johnson,Female,San Jose,California,2024-08-28,Regular
129,Emily Rogers,Female,Chicago,Illinois,2023-12-14,Premium
130,Brenda Johnson,Female,Los Angeles,California,2023-12-27,Premium
131,Hunter Berg,Male,Phoenix,Arizona,2024-09-18,VIP
132,Darrell Wright,Male,Chicago,Illinois,2025-07-05,Regular
133,Amanda Robinson,Female,San Jose,California,2023-10-16,VIP
134,Rebecca Wong,Female,Houston,Texas,2026-05-13,Premium
135,Justin Garrison,Male,San Diego,California,2026-04-25,Premium
136,John Bird,Male,Phoenix,Arizona,2024-05-22,VIP
137,Pamela Reynolds,Female,Houston,Texas,2024-01-14,VIP
138,Elizabeth Pruitt,Female,Philadelphia,Pennsylvania,2024-08-02,Premium
139,Nicholas Lucero,Male,Phoenix,Arizona,2023-05-17,Premium
140,Michael James,Male,Dallas,Texas,2025-05-13,Regular
141,Michael Montgomery,Male,Philadelphia,Pennsylvania,2024-07-04,VIP
142,Justin Lawrence,Male,Houston,Texas,2024-07-25,Premium
143,Johnathan Lawson,Male,Philadelphia,Pennsylvania,2023-07-02,Premium
144,Jennifer Curtis,Female,Los Angeles,California,2023-11-06,Regular
145,Susan Peterson,Female,Philadelphia,Pennsylvania,2024-01-19,Premium
146,Jason Vargas,Male,Chicago,Illinois,2025-05-04,Premium
147,Jacob Wagner,Male,Philadelphia,Pennsylvania,2023-12-19,Premium
148,Mrs. Tina Peterson,Female,New York,New York,2026-02-11,Premium
149,Cesar Thompson,Male,Dallas,Texas,2023-09-03,Premium
150,James Nguyen,Male,San Jose,California,2024-06-29,VIP
151,Marie Fuller,Female,Chicago,Illinois,2025-12-12,Premium
152,Tonya Anderson,Female,Houston,Texas,2024-04-17,VIP
153,Theresa Johnston,Female,Houston,Texas,2024-10-08,Premium
154,Kathryn Choi,Female,San Antonio,Texas,2025-08-03,Premium
155,Christy Delgado,Female,San Diego,California,2024-01-31,Regular
156,Cindy Crawford,Female,San Jose,California,2023-12-11,VIP
157,Crystal Murphy,Female,Houston,Texas,2023-10-30,VIP
158,Sarah Johnson,Female,Los Angeles,California,2024-05-27,Regular
159,Kerry Gonzales MD,Female,Phoenix,Arizona,2023-08-05,Premium
160,Sean Solomon,Male,San Diego,California,2025-02-04,VIP
161,Steven Hancock,Male,San Jose,California,2024-08-15,VIP
162,Rita Johnson,Female,Phoenix,Arizona,2026-03-08,Regular
163,Brenda Ibarra,Female,Philadelphia,Pennsylvania,2025-05-28,Regular
164,Mark Frank,Male,Chicago,Illinois,2025-11-01,VIP
165,Ryan Morrison,Male,San Diego,California,2025-10-11,Regular
166,Olivia White,Female,New York,New York,2023-08-18,VIP
167,Lori Jackson,Female,Phoenix,Arizona,2023-10-08,Premium
168,John Jones,Male,San Jose,California,2026-01-16,Regular
169,Casey Levine,Male,San Jose,California,2025-03-02,Premium
170,Jordan Taylor,Male,Chicago,Illinois,2025-10-21,Regular
171,Terri Fitzpatrick,Female,Dallas,Texas,2023-09-02,VIP
172,Todd Alexander,Male,Dallas,Texas,2025-09-17,VIP
173,Ryan Haynes,Male,Philadelphia,Pennsylvania,2025-09-05,Premium
174,Dana Moore,Female,Phoenix,Arizona,2024-11-16,Regular
175,Thomas Larson,Male,Chicago,Illinois,2023-09-11,VIP
176,Ana Weber,Female,Los Angeles,California,2026-05-13,Premium
177,Ashley Davis,Female,Phoenix,Arizona,2025-03-11,Premium
178,Brittany Smith,Female,San Antonio,Texas,2026-02-07,Regular
179,Sabrina Thompson,Female,Phoenix,Arizona,2024-02-23,Premium
180,Kelsey Freeman,Female,San Antonio,Texas,2024-02-05,Regular
181,Chelsey Edwards,Female,San Jose,California,2024-11-10,VIP
182,Michael Gibson,Male,San Diego,California,2025-10-28,Premium
183,Danielle Tanner,Female,San Antonio,Texas,2025-10-22,Regular
184,Candace Roberts,Female,Phoenix,Arizona,2023-11-02,Regular
185,Heidi Jackson,Female,Phoenix,Arizona,2024-05-06,Premium
186,Michelle Murray,Female,Dallas,Texas,2026-02-14,Premium
187,Jeanette Sanders,Female,San Diego,California,2025-11-05,Regular
188,Shannon Mcintosh,Female,Philadelphia,Pennsylvania,2025-10-24,VIP
189,Stephanie Price,Female,San Jose,California,2023-08-06,VIP
190,Sherry Shea,Female,Chicago,Illinois,2025-11-15,Regular
191,Linda Obrien,Female,Phoenix,Arizona,2025-02-19,VIP
192,Linda Griffith,Female,Chicago,Illinois,2026-03-05,VIP
193,Rhonda Freeman,Female,New York,New York,2026-01-24,Premium
194,Katherine Roberts,Female,Chicago,Illinois,2026-03-07,Regular
195,Darren Bishop,Male,Dallas,Texas,2026-02-19,Regular
196,Kristin Williams,Female,Los Angeles,California,2025-12-07,Regular
197,Ruth White,Female,Los Angeles,California,2024-03-26,Premium
198,Karen Hines,Female,Los Angeles,California,2024-05-10,Premium
199,Jennifer Dudley,Female,Los Angeles,California,2025-05-30,Regular
200,Debbie Huang,Female,San Antonio,Texas,2024-03-30,Premium
201,Brandon Herrera,Male,Philadelphia,Pennsylvania,2025-06-05,Regular
202,Harry Foster,Male,Houston,Texas,2024-07-03,Premium
203,Michael Alexander,Male,Los Angeles,California,2023-10-31,Regular
204,Randy Blair,Male,Phoenix,Arizona,2025-03-09,VIP
205,Cameron Romero,Male,San Antonio,Texas,2023-10-23,Premium
206,Carol Tucker,Female,Chicago,Illinois,2023-07-24,Premium
207,Tamara Wood,Female,San Jose,California,2025-07-01,VIP
208,Alyssa Saunders,Female,San Antonio,Texas,2025-05-23,Regular
209,Brooke Knight,Female,San Antonio,Texas,2024-06-30,Regular
210,Cody Watkins,Male,San Diego,California,2025-07-29,VIP
211,Brett Ferguson,Male,New York,New York,2025-08-14,VIP
212,Kathleen West,Female,Los Angeles,California,2024-10-25,Regular
213,Jacob Price,Male,Houston,Texas,2025-11-03,Regular
214,Christine Collins,Female,Philadelphia,Pennsylvania,2026-03-14,VIP
215,Donna Peters,Female,San Diego,California,2023-09-16,VIP
216,Tracy Bush,Female,San Diego,California,2025-03-13,VIP
217,Gabriel Hinton,Male,Dallas,Texas,2025-10-28,Premium
218,Rebekah Curry,Female,New York,New York,2025-11-17,Regular
219,Miss Cynthia Bryant MD,Female,Chicago,Illinois,2026-04-11,Regular
220,David King,Male,Phoenix,Arizona,2023-12-03,VIP
221,Keith Page,Male,Chicago,Illinois,2025-03-27,VIP
222,Andrew Roman,Male,Los Angeles,California,2025-07-11,Regular
223,Aaron Gutierrez,Male,New York,New York,2024-02-17,Premium
224,Drew Russell,Male,San Antonio,Texas,2024-03-26,VIP
225,Cynthia Sherman,Female,Dallas,Texas,2025-01-06,VIP
226,Stephanie Smith,Female,Los Angeles,California,2024-04-02,Regular
227,Jessica Chambers,Female,Dallas,Texas,2024-07-20,Premium
228,Jorge Wright,Male,San Antonio,Texas,2023-08-21,Premium
229,Christopher Ortega,Male,New York,New York,2023-07-14,VIP
230,Tanner West,Male,San Diego,California,2024-08-12,Regular
231,Allison Campos,Female,Chicago,Illinois,2025-07-27,VIP
232,Sandra Edwards,Female,Chicago,Illinois,2024-08-03,VIP
233,Howard Brown,Male,Phoenix,Arizona,2024-08-14,VIP
234,Guy Curry,Male,Dallas,Texas,2024-08-25,Regular
235,Noah Johnson,Male,Dallas,Texas,2024-07-08,Premium
236,Catherine Mullins,Female,San Jose,California,2025-06-18,Regular
237,Tracey Johnson,Female,Houston,Texas,2026-03-30,Regular
238,Benjamin Schwartz,Male,Dallas,Texas,2024-01-31,Premium
239,Brittany Keller,Female,Chicago,Illinois,2024-08-01,VIP
240,Julia Powell,Female,Dallas,Texas,2026-02-26,Premium
241,Amanda Garcia,Female,San Jose,California,2025-05-07,Regular
242,April Myers,Female,Philadelphia,Pennsylvania,2025-12-04,VIP
243,Alyssa Gilmore,Female,San Diego,California,2025-06-25,VIP
244,Brian Jones,Male,Chicago,Illinois,2025-10-11,Premium
245,Matthew Jackson,Male,Phoenix,Arizona,2025-01-16,VIP
246,James Jimenez,Male,San Diego,California,2025-01-14,Regular
247,Christina White,Female,San Jose,California,2024-02-25,Premium
248,Kaitlin Patton,Female,San Jose,California,2025-06-20,Premium
249,Kayla Potts,Female,San Diego,California,2025-05-25,Regular
250,Michael Andrews,Male,New York,New York,2024-10-01,Regular
251,Matthew Sawyer,Male,Phoenix,Arizona,2024-02-27,Premium
252,Brian Simmons,Male,San Antonio,Texas,2024-09-24,VIP
253,Victoria Gutierrez,Female,New York,New York,2026-02-16,Regular
254,Matthew Davis,Male,Houston,Texas,2025-02-25,Premium
255,Calvin Beltran,Male,Houston,Texas,2025-12-05,VIP
256,Jean Oliver,Female,Philadelphia,Pennsylvania,2024-01-30,Regular
257,Paul Scott,Male,Houston,Texas,2024-04-17,VIP
258,Andrea Greer,Female,San Diego,California,2023-07-22,Premium
259,Sean Little,Male,San Diego,California,2024-07-03,Premium
260,Larry Thompson,Male,New York,New York,2024-12-31,VIP
261,Lisa Wade,Female,New York,New York,2024-01-23,Premium
262,Johnny Pacheco,Male,Chicago,Illinois,2024-11-04,VIP
263,Daniel Bell,Male,San Antonio,Texas,2023-05-23,Regular
264,Robert Kent,Male,San Jose,California,2025-07-26,VIP
265,Cathy Hernandez,Female,Dallas,Texas,2025-02-26,Premium
266,Rachel Young,Female,San Jose,California,2026-02-23,VIP
267,Adam Wright,Male,Phoenix,Arizona,2023-08-03,Regular
268,Valerie Reynolds,Female,Dallas,Texas,2024-12-26,Regular
269,Joseph Thomas,Male,San Antonio,Texas,2024-09-27,Premium
270,Sean Taylor,Male,San Diego,California,2024-05-22,Regular
271,Raymond Holmes,Male,New York,New York,2025-02-08,Regular
272,Jeremy Carrillo,Male,San Antonio,Texas,2023-07-25,VIP
273,Jeremiah Turner,Male,San Jose,California,2023-09-04,VIP
274,Jonathan Miranda,Male,Philadelphia,Pennsylvania,2025-01-07,Regular
275,Zachary Sloan,Male,San Antonio,Texas,2026-04-05,Regular
276,Curtis Whitney DVM,Male,Phoenix,Arizona,2024-06-07,Regular
277,Thomas Higgins,Male,Philadelphia,Pennsylvania,2025-07-19,VIP
278,Cynthia Mueller,Female,Houston,Texas,2023-10-13,VIP
279,Brian Davis,Male,San Jose,California,2023-11-17,VIP
280,Steven Flynn,Male,San Antonio,Texas,2024-10-17,Premium
281,Walter Lara,Male,Dallas,Texas,2023-06-23,Premium
282,Stacey Jackson,Female,Chicago,Illinois,2024-09-27,Premium
283,Mark Larsen,Male,Philadelphia,Pennsylvania,2024-02-07,VIP
284,Barbara White,Female,San Diego,California,2023-09-21,Premium
285,Christina Pugh,Female,San Antonio,Texas,2024-01-18,VIP
286,Peter Patterson,Male,Phoenix,Arizona,2023-12-21,VIP
287,Troy Jimenez,Male,New York,New York,2023-11-09,Premium
288,Amanda Carey,Female,Dallas,Texas,2024-09-26,Regular
289,Zachary Marsh,Male,Chicago,Illinois,2025-12-23,Regular
290,Jason Gomez,Male,Houston,Texas,2025-08-09,Premium
291,Joseph Vazquez,Male,Chicago,Illinois,2023-09-02,VIP
292,Sandra Daniels,Female,Phoenix,Arizona,2024-01-11,Premium
293,Joshua Acosta,Male,San Jose,California,2024-10-22,Regular
294,Leah Griffin,Female,Los Angeles,California,2024-10-21,VIP
295,Shari Kelly,Female,Phoenix,Arizona,2025-09-19,Premium
296,Andrew Allen,Male,Los Angeles,California,2023-07-13,VIP
297,Melissa Hurst,Female,Phoenix,Arizona,2026-02-04,Premium
298,Bryan Hamilton,Male,San Jose,California,2024-05-01,Regular
299,Tyrone Mcdaniel,Male,Los Angeles,California,2025-09-15,Premium
300,Richard Palmer,Male,New York,New York,2024-08-20,Regular
301,Patricia Howell,Female,San Diego,California,2025-01-10,Regular
302,Ashley Collins,Female,Philadelphia,Pennsylvania,2023-07-14,Regular
303,Andrew Rodriguez,Male,San Antonio,Texas,2024-06-03,VIP
304,Dr. Patricia Stewart,Female,Los Angeles,California,2025-09-01,VIP
305,Michelle Smith,Female,New York,New York,2023-08-12,Regular
306,Keith Allen,Male,Chicago,Illinois,2024-03-13,Regular
307,Christopher Horton,Male,Houston,Texas,2025-09-16,Regular
308,Laura Williams,Female,Dallas,Texas,2023-08-17,Regular
309,Melanie Collins,Female,Philadelphia,Pennsylvania,2024-02-27,VIP
310,Cindy Nelson,Female,Los Angeles,California,2025-04-15,Premium
311,Jacob Proctor,Male,Los Angeles,California,2023-06-01,Premium
312,Felicia Jenkins,Female,Houston,Texas,2023-10-02,Regular
313,Gloria Pearson,Female,Houston,Texas,2026-03-30,Premium
314,Joshua Walker,Male,San Jose,California,2023-12-02,Premium
315,Shelby Jackson,Female,San Jose,California,2025-10-20,VIP
316,Juan Fitzpatrick,Male,Chicago,Illinois,2025-02-17,Regular
317,Rachael Carroll,Female,San Jose,California,2025-05-19,Premium
318,Alisha Garcia,Female,Los Angeles,California,2024-07-12,Regular
319,Jaime Cochran,Female,Dallas,Texas,2024-09-27,Regular
320,Sarah Robles,Female,Philadelphia,Pennsylvania,2023-11-11,Premium
321,Kyle Munoz,Male,Chicago,Illinois,2025-04-01,Premium
322,Joseph Lane,Male,Dallas,Texas,2024-02-08,VIP
323,Katherine Parker,Female,Houston,Texas,2025-01-28,Regular
324,Anthony Turner,Male,Los Angeles,California,2025-07-03,Premium
325,Michelle Gomez,Female,Los Angeles,California,2023-09-21,Premium
326,Rebecca Johnson,Female,New York,New York,2024-10-25,Regular
327,Diane Guerrero,Female,Dallas,Texas,2023-09-20,VIP
328,Steven Jones,Male,Los Angeles,California,2026-04-14,VIP
329,James Acosta,Male,Phoenix,Arizona,2025-04-05,Regular
330,Christy Boyd,Female,Houston,Texas,2024-09-29,Premium
331,Cody Jacobson,Male,San Antonio,Texas,2025-10-03,Regular
332,Cindy Cole,Female,Los Angeles,California,2025-07-13,Premium
333,Shawn Stevens,Male,Dallas,Texas,2023-10-03,Premium
334,Debra Anderson,Female,San Diego,California,2025-10-29,Regular
335,Jill Stone,Female,New York,New York,2024-06-10,Premium
336,William Gamble,Male,San Antonio,Texas,2024-08-25,Regular
337,Jennifer Pollard,Female,San Jose,California,2024-04-04,Premium
338,David Matthews,Male,Phoenix,Arizona,2025-07-15,VIP
339,Jason Thompson,Male,Los Angeles,California,2025-02-07,VIP
340,David Garcia,Male,Houston,Texas,2025-06-09,VIP
341,Ronald Crosby,Male,Phoenix,Arizona,2025-09-22,Premium
342,Cody Shaw,Male,New York,New York,2023-05-22,Regular
343,Amy Tucker,Female,Los Angeles,California,2024-12-23,Premium
344,Anthony Reese,Male,San Jose,California,2023-11-04,VIP
345,Brittany Johnson,Female,Houston,Texas,2024-05-29,Regular
346,Kathryn Smith,Female,San Antonio,Texas,2024-01-11,VIP
347,Juan Wagner,Male,Dallas,Texas,2023-09-20,Premium
348,Tina Jimenez,Female,Houston,Texas,2023-07-16,Regular
349,Randall Lopez,Male,Phoenix,Arizona,2024-04-08,Regular
350,Ricky Garner,Male,Phoenix,Arizona,2024-12-22,VIP
351,Rachel Rogers,Female,San Jose,California,2025-05-07,Regular
352,Jacob Griffith,Male,Philadelphia,Pennsylvania,2026-02-26,VIP
353,Sandra Jensen,Female,Dallas,Texas,2023-06-02,Premium
354,Jon Newman,Male,Phoenix,Arizona,2025-12-05,Regular
355,Charlotte Reid,Female,Los Angeles,California,2023-05-26,VIP
356,Tracy Frost,Female,Los Angeles,California,2023-06-29,Regular
357,Sylvia Horne,Female,Houston,Texas,2025-06-04,VIP
358,Jonathan Powell,Male,New York,New York,2023-09-07,Premium
359,William Rodriguez,Male,San Jose,California,2024-11-28,VIP
360,Robert Young,Male,San Diego,California,2024-01-04,Regular
361,Elaine Hicks,Female,Houston,Texas,2023-06-28,Regular
362,Stephanie Black,Female,Dallas,Texas,2025-06-19,Regular
363,Kevin Dean,Male,Chicago,Illinois,2025-09-17,Premium
364,Donna Sanford,Female,San Diego,California,2024-08-01,VIP
365,Ryan Warren MD,Male,Chicago,Illinois,2024-09-26,VIP
366,Sarah Walker,Female,Phoenix,Arizona,2023-10-23,Regular
367,Victoria Lewis,Female,San Diego,California,2025-12-19,Regular
368,Daniel Wang,Male,Dallas,Texas,2026-01-10,VIP
369,Wendy Hernandez,Female,New York,New York,2025-07-19,VIP
370,Danielle Terry,Female,Phoenix,Arizona,2023-10-03,Premium
371,Shari Wheeler,Female,Dallas,Texas,2023-11-01,Regular
372,Sydney Rice,Female,Chicago,Illinois,2025-05-06,Regular
373,Traci Brown,Female,Houston,Texas,2025-01-25,VIP
374,Charles Beard,Male,San Antonio,Texas,2025-06-20,Premium
375,Kelly Smith,Female,Dallas,Texas,2024-07-10,VIP
376,Jessica Spence,Female,San Diego,California,2024-05-24,Premium
377,Travis Dunn,Male,Philadelphia,Pennsylvania,2023-05-27,VIP
378,Stacy Dillon,Female,Los Angeles,California,2026-03-20,VIP
379,Jessica Stewart,Female,New York,New York,2026-01-17,Regular
380,David Turner,Male,Phoenix,Arizona,2024-12-31,Regular
381,Jacob Kelly,Male,Dallas,Texas,2026-04-18,Regular
382,Victor King,Male,Dallas,Texas,2024-06-08,Premium
383,Logan Li,Male,Los Angeles,California,2023-08-08,Regular
384,Christopher Page,Male,San Diego,California,2025-12-13,Regular
385,Edwin Bowen,Male,Philadelphia,Pennsylvania,2024-04-18,Premium
386,Robert Parker,Male,Chicago,Illinois,2024-05-08,Regular
387,Kevin Ray,Male,Phoenix,Arizona,2023-11-28,VIP
388,Cynthia Barnes,Female,Houston,Texas,2025-06-11,Premium
389,Jade Mccann,Female,San Diego,California,2024-07-01,Regular
390,Linda Gross,Female,Philadelphia,Pennsylvania,2024-12-24,Regular
391,Brian Gregory Jr.,Male,San Antonio,Texas,2025-01-18,VIP
392,Kenneth Gray,Male,Los Angeles,California,2025-05-17,VIP
393,Austin Green,Male,Philadelphia,Pennsylvania,2024-11-11,Regular
394,Amanda Chapman,Female,Houston,Texas,2025-02-28,Regular
395,Sarah Martinez,Female,Los Angeles,California,2024-05-05,Premium
396,Tracy Henderson,Female,Chicago,Illinois,2024-12-05,Regular
397,Johnny Johnson,Male,Los Angeles,California,2024-09-20,Premium
398,Stephen Hines,Male,San Antonio,Texas,2024-09-30,VIP
399,Christopher Mckenzie,Male,Philadelphia,Pennsylvania,2024-07-03,Premium
400,Ann Duran,Female,Phoenix,Arizona,2025-06-26,VIP
401,Jeremy Anderson MD,Male,Philadelphia,Pennsylvania,2025-07-31,Premium
402,Reginald Fleming,Male,Chicago,Illinois,2024-08-27,VIP
403,Sabrina Herrera,Female,New York,New York,2024-02-12,VIP
404,Jacqueline Reyes,Female,Houston,Texas,2024-07-23,VIP
405,James Rodriguez,Male,San Jose,California,2025-11-16,VIP
406,Russell Miller,Male,New York,New York,2025-03-27,Premium
407,Phillip George,Male,Philadelphia,Pennsylvania,2024-09-09,VIP
408,Ryan Huynh,Male,Philadelphia,Pennsylvania,2023-11-05,Regular
409,Elizabeth Perez,Female,Philadelphia,Pennsylvania,2025-05-21,Premium
410,Robin Thompson,Female,San Diego,California,2025-05-29,Regular
411,Ricky Simon DDS,Male,Phoenix,Arizona,2024-07-27,VIP
